instance,as4mocoRun,sbsRun,oracleRun,score,solver_as4moco,solver_sbs,solver_oracle,as4moco_Pipeline,instance_hardness,difference_to_oracle,different_solutions,Fold
mc2022_track1_063.dimacs,5.378,1.969,1.254,5.767832167832168,Narsimha-track1v-51fd045537919d/track1_conf1.sh,ExactMC/ExactMC_BE.sh,gpmc/track1,PER_INSTANCE,702.174875,4.1240000000000006,ALL_SAME,2
mc2022_track1_064.dimacs,24.411,3.889,2.406,14.838165879973033,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_Arjun.sh,PER_SET,933.1203125,22.005000000000003,ALL_SAME,5
mc2022_track1_065.dimacs,12.981,1.141,1.086,216.2727272727275,gpmc/track1,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,255.63299999999998,11.895,ALL_SAME,5
mc2022_track1_066.dimacs,5.095,20.833,1.351,0.19217739451801663,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_Arjun.sh,PER_SET,1810.9988125,3.7439999999999998,ALL_SAME,2
mc2022_track1_067.dimacs,22.572,2.694,1.288,15.137980085348506,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,1420.6179375,21.284,ALL_SAME,5
mc2022_track1_068.dimacs,0.735,0.994,0.37,0.5849358974358975,d4/default.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,770.5381875,0.365,ALL_SAME,5
mc2022_track1_069.dimacs,14.948,2.58,1.55,13.00776699029126,gpmc/track1,ExactMC/ExactMC_BE.sh,TwG/2.sh,PER_SET,257.4328125,13.398,ALL_SAME,5
mc2022_track1_070.dimacs,14.279,1.585,1.585,-1.0,gpmc/track1,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,PER_SET,258.9951875,12.693999999999999,ALL_SAME,5
mc2022_track1_071.dimacs,154.191,16.827,6.48,14.275732096259786,Narsimha-track1v-7112ef8eb466e9475/track1_conf2.sh,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_INSTANCE,1227.3494375,147.711,ALL_SAME,1
mc2022_track1_072.dimacs,11.647,1.557,1.346,48.819905213270175,Narsimha-track1v-51fd045537919d/track1_conf1.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_INSTANCE,946.6994375,10.301,ALL_SAME,2
mc2022_track1_073.dimacs,0.122,12.342,0.139,-0.0013931000573629447,d4/default.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,281.9008125,-0.017000000000000015,ALL_SAME,5
mc2022_track1_074.dimacs,26.171,7.931,5.757,9.390064397424101,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,665.535625,20.414,ALL_SAME,3
mc2022_track1_075.dimacs,6.336,3.385,3.385,-1.0,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,PER_INSTANCE,1173.9313125,2.9510000000000005,ALL_SAME,4
mc2022_track1_076.dimacs,48.551,17.585,11.664,6.229859820976185,dpmcpre/1pre1mp1,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_INSTANCE,499.4270625,36.887,ALL_SAME,2
mc2022_track1_077.dimacs,25.865,24.253,13.084,1.144328050855045,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,PER_INSTANCE,937.6806875,12.780999999999999,ALL_SAME,4
mc2022_track1_078.dimacs,121.836,0.882,0.298,208.1130136986301,Narsimha-track1v-51fd045537919d/track1_conf2.sh,ExactMC/ExactMC_Arjun.sh,c2d/default,PER_INSTANCE,90.473125,121.538,ALL_SAME,4
mc2022_track1_079.dimacs,0.501,1.985,0.379,0.0759651307596513,d4/default.sh,ExactMC/ExactMC_Arjun.sh,dpmcpre/1pre1mp1,PER_SET,112.7606875,0.122,ALL_SAME,1
mc2022_track1_080.dimacs,88.292,264.579,22.565,0.271583462113762,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,ExactMC/ExactMC_BE.sh,Narsimha-track1v-7112ef8eb466e9475/track1_conf1.sh,PER_SET,168.607875,65.727,ALL_SAME,3
mc2022_track1_081.dimacs,83.956,30.413,5.94,3.187839660033507,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,735.301875,78.016,ALL_SAME,5
mc2022_track1_082.dimacs,32.589,8.47,2.317,4.919876483016414,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_INSTANCE,270.6263125,30.272,ALL_SAME,4
mc2022_track1_083.dimacs,145.426,1723.51,27.394,0.06958957995797456,SharpSAT-TD-unweighted/default,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp0,PER_INSTANCE,882.099375,118.03199999999998,ALL_SAME,3
mc2022_track1_084.dimacs,106.342,23.033,11.738,8.375741478530323,Narsimha-track1v-51fd045537919d/track1_conf1.sh,ExactMC/ExactMC_BE.sh,gpmc_r2/track1,PER_SET,938.81925,94.604,ALL_SAME,5
mc2022_track1_085.dimacs,0.226,0.708,0.502,-1.3398058252427187,d4/default.sh,ExactMC/ExactMC_BE.sh,d4/default.sh,PER_SET,2632.13375,-0.276,ALL_SAME,3
mc2022_track1_086.dimacs,238.306,42.57,42.57,-1.0,Narsimha-track1v-7112ef8eb466e9475/track1_conf2.sh,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,PER_INSTANCE,638.3286875,195.73600000000002,ALL_SAME,5
mc2022_track1_087.dimacs,0.857,0.578,0.493,4.282352941176472,d4/default.sh,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp1,PER_SET,252.1446875,0.364,ALL_SAME,3
mc2022_track1_088.dimacs,8.034,5.322,1.192,1.6566585956416466,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_Arjun.sh,d4/default.sh,PER_INSTANCE,1392.408625,6.8420000000000005,ALL_SAME,4
mc2022_track1_089.dimacs,172.233,96.42,68.353,3.7011436918801435,Narsimha-track1v-51fd045537919d/track1_conf2.sh,ExactMC/ExactMC_Arjun.sh,ExactMC/ExactMC_BE.sh,PER_INSTANCE,1007.5730625,103.88000000000001,ALL_SAME,4
mc2022_track1_090.dimacs,227.775,63.622,63.622,-1.0,Narsimha-track1v-7112ef8eb466e9475/track1_conf2.sh,ExactMC/ExactMC_BE.sh,ExactMC/ExactMC_BE.sh,PER_INSTANCE,643.6785625,164.15300000000002,ALL_SAME,3
mc2022_track1_091.dimacs,54.396,99.297,50.298,0.08363435988489559,dpmcpre/1pre1mp1,ExactMC/ExactMC_BE.sh,dpmcpre/1pre1mp1,PER_INSTANCE,973.0801875,4.097999999999999,ALL_SAME,2
